advanced_through,to_reach,seed,team,frequency
Sweet 16,Elite 8,7,Dayton,0.04
Sweet 16,Elite 8,8,Miami (OH),0.04
Sweet 16,Elite 8,10,Georgia,0.035
Sweet 16,Elite 8,8,Miami (FL),0.035
Sweet 16,Elite 8,10,Akron,0.03
Sweet 16,Elite 8,11,UCF,0.03
Sweet 16,Elite 8,8,Louisville,0.03
Sweet 16,Elite 8,9,Saint Louis,0.02
Sweet 16,Elite 8,10,TCU,0.02
Sweet 16,Elite 8,11,South Florida,0.015
Sweet 16,Elite 8,11,North Carolina,0.015
Sweet 16,Elite 8,12,Belmont,0.015
Sweet 16,Elite 8,10,Villanova,0.015
Sweet 16,Elite 8,11,Ohio State,0.015
Sweet 16,Elite 8,14,Wright State,0.01
Sweet 16,Elite 8,9,Kentucky,0.01
Sweet 16,Elite 8,13,Hofstra,0.01
Sweet 16,Elite 8,9,VCU,0.01
Sweet 16,Elite 8,8,Tennessee,0.01
Sweet 16,Elite 8,9,McNeese,0.005
Sweet 16,Elite 8,12,Yale,0.005
Sweet 16,Elite 8,13,Troy,0.005
Sweet 16,Elite 8,13,Liberty,0.005
Sweet 16,Elite 8,15,Queens,0.005
Sweet 16,Elite 8,14,North Dakota State,0.005
Sweet 16,Elite 8,14,Furman,0.005
Sweet 16,Elite 8,14,Merrimack,0.005
Elite 8,Final Four,2,Florida,0.205
Elite 8,Final Four,2,Purdue,0.205
Elite 8,Final Four,2,Connecticut,0.18
Elite 8,Final Four,2,Virginia,0.18
Elite 8,Final Four,3,Saint John's,0.15
Elite 8,Final Four,3,Wisconsin,0.12
Elite 8,Final Four,3,Gonzaga,0.08
Elite 8,Final Four,3,Vanderbilt,0.075
Elite 8,Final Four,4,Nebraska,0.07
Elite 8,Final Four,4,Illinois,0.055
Elite 8,Final Four,4,Iowa State,0.055
Elite 8,Final Four,4,Michigan State,0.035
Elite 8,Final Four,5,UCLA,0.035
Elite 8,Final Four,6,Clemson,0.03
Elite 8,Final Four,5,Kansas,0.025
Elite 8,Final Four,10,Georgia,0.02
Elite 8,Final Four,5,Texas Tech,0.02
Elite 8,Final Four,7,Utah State,0.015
Elite 8,Final Four,6,Saint Mary's College,0.015
Elite 8,Final Four,7,San Diego State,0.015
Elite 8,Final Four,8,Louisville,0.015
Elite 8,Final Four,6,BYU,0.01
Elite 8,Final Four,8,Miami (FL),0.01
Elite 8,Final Four,7,Santa Clara,0.01
Elite 8,Final Four,13,Hofstra,0.01
Elite 8,Final Four,5,Arkansas,0.01
Elite 8,Final Four,8,Miami (OH),0.01
Elite 8,Final Four,11,North Carolina,0.005
Elite 8,Final Four,10,Villanova,0.005
Elite 8,Final Four,6,Alabama,0.005
Elite 8,Final Four,12,Yale,0.005
Elite 8,Final Four,12,Belmont,0.005
Elite 8,Final Four,7,Dayton,0.005
Final Four,Championship,2,Virginia,0.11
Final Four,Championship,2,Purdue,0.07
Final Four,Championship,2,Florida,0.065
Final Four,Championship,3,Saint John's,0.06
Final Four,Championship,2,Connecticut,0.05
Final Four,Championship,3,Wisconsin,0.05
Final Four,Championship,3,Vanderbilt,0.035
Final Four,Championship,3,Gonzaga,0.025
Final Four,Championship,6,Clemson,0.015
Final Four,Championship,4,Nebraska,0.015
Final Four,Championship,8,Louisville,0.015
Final Four,Championship,6,BYU,0.01
Final Four,Championship,4,Iowa State,0.01
Final Four,Championship,4,Michigan State,0.01
Final Four,Championship,5,Arkansas,0.01
Final Four,Championship,10,Villanova,0.005
Final Four,Championship,6,Saint Mary's College,0.005
Final Four,Championship,5,Kansas,0.005
Final Four,Championship,7,Utah State,0.005
Final Four,Championship,8,Miami (FL),0.005
Final Four,Championship,13,Hofstra,0.005
Final Four,Championship,5,UCLA,0.005
Final Four,Championship,7,Dayton,0.005
Championship,N/A,2,Virginia,0.045
Championship,N/A,3,Saint John's,0.03
Championship,N/A,3,Wisconsin,0.025
Championship,N/A,2,Connecticut,0.015
Championship,N/A,3,Vanderbilt,0.015
Championship,N/A,3,Gonzaga,0.01
Championship,N/A,2,Purdue,0.01
Championship,N/A,6,BYU,0.005
Championship,N/A,5,Kansas,0.005
Championship,N/A,2,Florida,0.005
Championship,N/A,5,Arkansas,0.005
Championship,N/A,4,Michigan State,0.005
