round,winning_avg_log_prob,non_winning_avg_log_prob,difference,p_value,significant,effect_size,effect_magnitude
First Round,14.056336996123715,19.270864948321133,-5.214527952197418,1.1732061647330094e-283,True,-1.6067679840514237,Large
Second Round,8.332038194784287,9.97564887985113,-1.643610685066843,1.3318160936869052e-138,True,-1.0631331647788345,Large
Sweet 16,3.3776375404444408,4.9308860110747075,-1.5532484706302667,3.165421880861816e-260,True,-1.4315524208409338,Large
Elite 8,2.2403885952651064,2.583136954529454,-0.34274835926434744,7.089982442907968e-39,True,-0.5409062462090457,Medium
Final Four,1.165835604246292,1.2915651107360033,-0.12572950648971126,5.585383757077018e-13,True,-0.29974631902183313,Small
Championship,0.6238911540245405,0.652487559290889,-0.028596405266348435,0.014190289473821584,True,-0.10583718756061204,Negligible
Overall,29.79612808488839,38.70458946380332,-8.908461378914932,0.0,True,-1.845804768977606,Large
