round,upsets,winners_density,non_winners_density,advantage,relative_advantage
First Round,0.0,0.107,0.0024444444444444444,0.10455555555555555,42.77272727272727
First Round,1.0,0.253,0.004888888888888889,0.24811111111111112,50.75
First Round,2.0,0.307,0.010444444444444444,0.29655555555555557,28.3936170212766
First Round,3.0,0.169,0.01577777777777778,0.15322222222222223,9.711267605633802
First Round,4.0,0.094,0.025444444444444443,0.06855555555555556,2.694323144104804
First Round,5.0,0.032,0.03666666666666667,-0.004666666666666666,-0.12727272727272726
First Round,6.0,0.019,0.057666666666666665,-0.03866666666666667,-0.6705202312138729
First Round,7.0,0.008,0.07655555555555556,-0.06855555555555556,-0.895500725689405
First Round,8.0,0.005,0.09522222222222222,-0.09022222222222222,-0.9474912485414235
First Round,9.0,0.003,0.10877777777777778,-0.10577777777777778,-0.9724208375893769
First Round,10.0,0.001,0.10511111111111111,-0.10411111111111111,-0.9904862579281184
First Round,11.0,0.0,0.10077777777777777,-0.10077777777777777,-1.0
First Round,12.0,0.0,0.09166666666666666,-0.09166666666666666,-1.0
First Round,13.0,0.002,0.07822222222222222,-0.07622222222222222,-0.9744318181818181
First Round,14.0,0.0,0.06677777777777778,-0.06677777777777778,-1.0
First Round,15.0,0.0,0.04455555555555556,-0.04455555555555556,-1.0
First Round,16.0,0.0,0.03166666666666667,-0.03166666666666667,-1.0
First Round,17.0,0.0,0.019777777777777776,-0.019777777777777776,-1.0
First Round,18.0,0.0,0.014777777777777779,-0.014777777777777779,-1.0
First Round,19.0,0.0,0.0067777777777777775,-0.0067777777777777775,-1.0
First Round,20.0,0.0,0.0028888888888888888,-0.0028888888888888888,-1.0
First Round,21.0,0.0,0.001888888888888889,-0.001888888888888889,-1.0
First Round,22.0,0.0,0.0008888888888888889,-0.0008888888888888889,-1.0
First Round,23.0,0.0,0.0003333333333333333,-0.0003333333333333333,-1.0
First Round,24.0,0.0,0.0,0.0,inf
First Round,25.0,0.0,0.0,0.0,inf
First Round,26.0,0.0,0.0,0.0,inf
First Round,27.0,0.0,0.0,0.0,inf
First Round,28.0,0.0,0.0,0.0,inf
First Round,29.0,0.0,0.0,0.0,inf
First Round,30.0,0.0,0.0,0.0,inf
First Round,31.0,0.0,0.0,0.0,inf
First Round,32.0,0.0,0.0,0.0,inf
Second Round,0.0,0.132,0.002777777777777778,0.12922222222222224,46.52
Second Round,1.0,0.285,0.0077777777777777776,0.2772222222222222,35.64285714285714
Second Round,2.0,0.26,0.013666666666666667,0.24633333333333335,18.024390243902438
Second Round,3.0,0.186,0.031,0.155,5.0
Second Round,4.0,0.073,0.051444444444444445,0.02155555555555555,0.4190064794816414
Second Round,5.0,0.04,0.09288888888888888,-0.05288888888888888,-0.569377990430622
Second Round,6.0,0.016,0.11577777777777777,-0.09977777777777777,-0.8618042226487523
Second Round,7.0,0.002,0.14477777777777778,-0.14277777777777778,-0.9861857252494244
Second Round,8.0,0.003,0.14155555555555555,-0.13855555555555554,-0.978806907378336
Second Round,9.0,0.003,0.12733333333333333,-0.12433333333333332,-0.9764397905759162
Second Round,10.0,0.0,0.10366666666666667,-0.10366666666666667,-1.0
Second Round,11.0,0.0,0.07222222222222222,-0.07222222222222222,-1.0
Second Round,12.0,0.0,0.049444444444444444,-0.049444444444444444,-1.0
Second Round,13.0,0.0,0.029444444444444443,-0.029444444444444443,-1.0
Second Round,14.0,0.0,0.013333333333333334,-0.013333333333333334,-1.0
Second Round,15.0,0.0,0.0024444444444444444,-0.0024444444444444444,-1.0
Second Round,16.0,0.0,0.00044444444444444447,-0.00044444444444444447,-1.0
Sweet 16,0.0,0.291,0.011555555555555555,0.27944444444444444,24.18269230769231
Sweet 16,1.0,0.395,0.044222222222222225,0.3507777777777778,7.932160804020101
Sweet 16,2.0,0.209,0.10111111111111111,0.10788888888888888,1.067032967032967
Sweet 16,3.0,0.078,0.1668888888888889,-0.08888888888888889,-0.5326231691078562
Sweet 16,4.0,0.016,0.20666666666666667,-0.19066666666666665,-0.9225806451612902
Sweet 16,5.0,0.01,0.19211111111111112,-0.1821111111111111,-0.9479467900520532
Sweet 16,6.0,0.001,0.14944444444444444,-0.14844444444444443,-0.9933085501858736
Sweet 16,7.0,0.0,0.089,-0.089,-1.0
Sweet 16,8.0,0.0,0.039,-0.039,-1.0
Elite 8,0.0,0.392,0.022555555555555554,0.36944444444444446,16.379310344827587
Elite 8,1.0,0.401,0.10088888888888889,0.3001111111111111,2.974669603524229
Elite 8,2.0,0.166,0.2604444444444444,-0.09444444444444441,-0.36262798634812277
Elite 8,3.0,0.037,0.35555555555555557,-0.3185555555555556,-0.8959375
Elite 8,4.0,0.004,0.26055555555555554,-0.25655555555555554,-0.9846481876332622
Total Upsets,0.0,0.017,0.0005555555555555556,0.016444444444444446,29.6
Total Upsets,1.0,0.035,0.00044444444444444447,0.03455555555555556,77.75000000000001
Total Upsets,2.0,0.083,0.002,0.081,40.5
Total Upsets,3.0,0.098,0.0008888888888888889,0.09711111111111112,109.25
Total Upsets,4.0,0.119,0.0025555555555555557,0.11644444444444443,45.565217391304344
Total Upsets,5.0,0.121,0.0028888888888888888,0.11811111111111111,40.88461538461539
Total Upsets,6.0,0.107,0.0024444444444444444,0.10455555555555555,42.77272727272727
Total Upsets,7.0,0.111,0.004555555555555556,0.10644444444444445,23.365853658536587
Total Upsets,8.0,0.081,0.004111111111111111,0.0768888888888889,18.7027027027027
Total Upsets,9.0,0.058,0.0044444444444444444,0.05355555555555556,12.05
Total Upsets,10.0,0.046,0.007,0.039,5.571428571428571
Total Upsets,11.0,0.031,0.005,0.026,5.199999999999999
Total Upsets,12.0,0.024,0.009111111111111111,0.014888888888888889,1.6341463414634145
Total Upsets,13.0,0.013,0.013222222222222222,-0.0002222222222222226,-0.01680672268907566
Total Upsets,14.0,0.014,0.01211111111111111,0.0018888888888888896,0.15596330275229364
Total Upsets,15.0,0.008,0.017666666666666667,-0.009666666666666667,-0.5471698113207547
Total Upsets,16.0,0.005,0.019,-0.013999999999999999,-0.7368421052631579
Total Upsets,17.0,0.007,0.020555555555555556,-0.013555555555555557,-0.6594594594594595
Total Upsets,18.0,0.003,0.024444444444444446,-0.021444444444444447,-0.8772727272727273
Total Upsets,19.0,0.006,0.029333333333333333,-0.02333333333333333,-0.7954545454545454
Total Upsets,20.0,0.002,0.035111111111111114,-0.03311111111111111,-0.9430379746835442
Total Upsets,21.0,0.002,0.03944444444444444,-0.03744444444444444,-0.9492957746478873
Total Upsets,22.0,0.001,0.04644444444444444,-0.04544444444444444,-0.978468899521531
Total Upsets,23.0,0.0,0.043666666666666666,-0.043666666666666666,-1.0
Total Upsets,24.0,0.002,0.04777777777777778,-0.04577777777777778,-0.958139534883721
Total Upsets,25.0,0.002,0.049555555555555554,-0.04755555555555555,-0.9596412556053812
Total Upsets,26.0,0.001,0.04644444444444444,-0.04544444444444444,-0.978468899521531
Total Upsets,27.0,0.002,0.043333333333333335,-0.04133333333333333,-0.9538461538461538
Total Upsets,28.0,0.001,0.045,-0.044,-0.9777777777777777
Total Upsets,29.0,0.0,0.04522222222222222,-0.04522222222222222,-1.0
Total Upsets,30.0,0.0,0.04388888888888889,-0.04388888888888889,-1.0
Total Upsets,31.0,0.0,0.041444444444444443,-0.041444444444444443,-1.0
Total Upsets,32.0,0.0,0.035222222222222224,-0.035222222222222224,-1.0
Total Upsets,33.0,0.0,0.035111111111111114,-0.035111111111111114,-1.0
Total Upsets,34.0,0.0,0.029666666666666668,-0.029666666666666668,-1.0
Total Upsets,35.0,0.0,0.027666666666666666,-0.027666666666666666,-1.0
Total Upsets,36.0,0.0,0.024666666666666667,-0.024666666666666667,-1.0
Total Upsets,37.0,0.0,0.021111111111111112,-0.021111111111111112,-1.0
Total Upsets,38.0,0.0,0.019222222222222224,-0.019222222222222224,-1.0
Total Upsets,39.0,0.0,0.019777777777777776,-0.019777777777777776,-1.0
Total Upsets,40.0,0.0,0.017888888888888888,-0.017888888888888888,-1.0
Total Upsets,41.0,0.0,0.013888888888888888,-0.013888888888888888,-1.0
Total Upsets,42.0,0.0,0.010666666666666666,-0.010666666666666666,-1.0
Total Upsets,43.0,0.0,0.011555555555555555,-0.011555555555555555,-1.0
Total Upsets,44.0,0.0,0.007333333333333333,-0.007333333333333333,-1.0
Total Upsets,45.0,0.0,0.0064444444444444445,-0.0064444444444444445,-1.0
Total Upsets,46.0,0.0,0.004222222222222222,-0.004222222222222222,-1.0
Total Upsets,47.0,0.0,0.0024444444444444444,-0.0024444444444444444,-1.0
Total Upsets,48.0,0.0,0.001,-0.001,-1.0
Total Upsets,49.0,0.0,0.0012222222222222222,-0.0012222222222222222,-1.0
Total Upsets,50.0,0.0,0.0003333333333333333,-0.0003333333333333333,-1.0
Total Upsets,51.0,0.0,0.00044444444444444447,-0.00044444444444444447,-1.0
Total Upsets,52.0,0.0,0.0003333333333333333,-0.0003333333333333333,-1.0
Total Upsets,53.0,0.0,0.0,0.0,inf
Total Upsets,54.0,0.0,0.00011111111111111112,-0.00011111111111111112,-1.0
