advanced_through,to_reach,seed,team,frequency
Second Round,Sweet 16,11,M-OH/SMU,0.055
Second Round,Sweet 16,9,TCU,0.05
Second Round,Sweet 16,12,High Point,0.05
Second Round,Sweet 16,13,Troy,0.045
Second Round,Sweet 16,10,Texas A&M,0.045
Second Round,Sweet 16,11,TEX/NCSU,0.04
Second Round,Sweet 16,12,Northern Iowa,0.035
Second Round,Sweet 16,14,Penn,0.03
Second Round,Sweet 16,14,Kennesaw St,0.03
Second Round,Sweet 16,13,Hawai'i,0.025
Second Round,Sweet 16,14,N Dakota St,0.025
Second Round,Sweet 16,16,UMBC/HOW,0.025
Second Round,Sweet 16,14,Wright St,0.025
Second Round,Sweet 16,13,CA Baptist,0.02
Second Round,Sweet 16,15,Queens,0.015
Second Round,Sweet 16,16,Siena,0.01
Second Round,Sweet 16,15,Furman,0.005
Sweet 16,Elite 8,3,Michigan St,0.44
Sweet 16,Elite 8,3,Virginia,0.385
Sweet 16,Elite 8,3,Gonzaga,0.35
Sweet 16,Elite 8,4,Arkansas,0.21
Sweet 16,Elite 8,3,Illinois,0.185
Sweet 16,Elite 8,4,Nebraska,0.165
Sweet 16,Elite 8,4,Alabama,0.16
Sweet 16,Elite 8,5,St John's,0.135
Sweet 16,Elite 8,11,VCU,0.125
Sweet 16,Elite 8,5,Vanderbilt,0.125
Sweet 16,Elite 8,4,Kansas,0.125
Sweet 16,Elite 8,7,Saint Mary's,0.11
Sweet 16,Elite 8,6,Tennessee,0.11
Sweet 16,Elite 8,6,BYU,0.09
Sweet 16,Elite 8,5,Texas Tech,0.085
Sweet 16,Elite 8,7,Miami,0.085
Sweet 16,Elite 8,5,Wisconsin,0.08
Sweet 16,Elite 8,6,North Carolina,0.08
Sweet 16,Elite 8,8,Clemson,0.065
Sweet 16,Elite 8,7,Kentucky,0.05
Sweet 16,Elite 8,11,South Florida,0.045
Sweet 16,Elite 8,7,UCLA,0.045
Sweet 16,Elite 8,10,Santa Clara,0.045
Sweet 16,Elite 8,6,Louisville,0.04
Sweet 16,Elite 8,12,Akron,0.035
Sweet 16,Elite 8,15,Tennessee St,0.03
Sweet 16,Elite 8,8,Georgia,0.03
Sweet 16,Elite 8,8,Ohio State,0.03
Sweet 16,Elite 8,9,Utah State,0.03
Sweet 16,Elite 8,9,Saint Louis,0.025
Sweet 16,Elite 8,12,McNeese,0.02
Sweet 16,Elite 8,9,TCU,0.015
Sweet 16,Elite 8,9,Iowa,0.015
Sweet 16,Elite 8,13,Hofstra,0.015
Sweet 16,Elite 8,8,Villanova,0.015
Sweet 16,Elite 8,14,Kennesaw St,0.01
Sweet 16,Elite 8,10,Texas A&M,0.01
Sweet 16,Elite 8,11,M-OH/SMU,0.01
Sweet 16,Elite 8,16,Siena,0.005
Sweet 16,Elite 8,16,UMBC/HOW,0.005
Sweet 16,Elite 8,14,Penn,0.005
Sweet 16,Elite 8,13,CA Baptist,0.005
Sweet 16,Elite 8,13,Troy,0.005
Sweet 16,Elite 8,10,UCF,0.005
Elite 8,Final Four,2,Houston,0.26
Elite 8,Final Four,3,Michigan St,0.175
Elite 8,Final Four,3,Virginia,0.165
Elite 8,Final Four,2,Purdue,0.14
Elite 8,Final Four,2,UConn,0.135
Elite 8,Final Four,3,Gonzaga,0.125
Elite 8,Final Four,2,Iowa State,0.12
Elite 8,Final Four,4,Arkansas,0.11
Elite 8,Final Four,3,Illinois,0.09
Elite 8,Final Four,4,Alabama,0.075
Elite 8,Final Four,5,Vanderbilt,0.06
Elite 8,Final Four,7,Saint Mary's,0.055
Elite 8,Final Four,5,St John's,0.055
Elite 8,Final Four,11,VCU,0.05
Elite 8,Final Four,5,Texas Tech,0.04
Elite 8,Final Four,4,Kansas,0.04
Elite 8,Final Four,5,Wisconsin,0.035
Elite 8,Final Four,4,Nebraska,0.03
Elite 8,Final Four,6,BYU,0.025
Elite 8,Final Four,8,Clemson,0.025
Elite 8,Final Four,7,Miami,0.02
Elite 8,Final Four,15,Tennessee St,0.02
Elite 8,Final Four,6,Tennessee,0.02
Elite 8,Final Four,7,UCLA,0.02
Elite 8,Final Four,9,Utah State,0.02
Elite 8,Final Four,6,North Carolina,0.015
Elite 8,Final Four,8,Ohio State,0.015
Elite 8,Final Four,7,Kentucky,0.015
Elite 8,Final Four,12,Akron,0.01
Elite 8,Final Four,9,Saint Louis,0.01
Elite 8,Final Four,10,Santa Clara,0.01
Elite 8,Final Four,6,Louisville,0.01
Elite 8,Final Four,12,McNeese,0.01
Elite 8,Final Four,8,Georgia,0.005
Elite 8,Final Four,16,Siena,0.005
Elite 8,Final Four,11,South Florida,0.005
Elite 8,Final Four,13,Hofstra,0.005
Elite 8,Final Four,8,Villanova,0.005
Final Four,Championship,3,Michigan St,0.12
Final Four,Championship,3,Virginia,0.075
Final Four,Championship,4,Arkansas,0.07
Final Four,Championship,2,Purdue,0.06
Final Four,Championship,2,Houston,0.055
Final Four,Championship,2,UConn,0.055
Final Four,Championship,3,Gonzaga,0.045
Final Four,Championship,2,Iowa State,0.035
Final Four,Championship,4,Alabama,0.03
Final Four,Championship,5,St John's,0.025
Final Four,Championship,3,Illinois,0.025
Final Four,Championship,7,Miami,0.02
Final Four,Championship,11,VCU,0.02
Final Four,Championship,5,Texas Tech,0.015
Final Four,Championship,15,Tennessee St,0.01
Final Four,Championship,8,Ohio State,0.01
Final Four,Championship,7,UCLA,0.01
Final Four,Championship,4,Kansas,0.01
Final Four,Championship,6,Tennessee,0.005
Final Four,Championship,7,Saint Mary's,0.005
Final Four,Championship,6,Louisville,0.005
Final Four,Championship,9,Utah State,0.005
Final Four,Championship,10,Santa Clara,0.005
Final Four,Championship,8,Clemson,0.005
Final Four,Championship,6,BYU,0.005
Final Four,Championship,5,Wisconsin,0.005
Final Four,Championship,5,Vanderbilt,0.005
Final Four,Championship,13,Hofstra,0.005
Championship,N/A,3,Michigan St,0.07
Championship,N/A,2,Houston,0.03
Championship,N/A,3,Virginia,0.03
Championship,N/A,2,UConn,0.02
Championship,N/A,2,Iowa State,0.02
Championship,N/A,4,Arkansas,0.02
Championship,N/A,3,Illinois,0.015
Championship,N/A,2,Purdue,0.01
Championship,N/A,5,St John's,0.01
Championship,N/A,4,Alabama,0.01
Championship,N/A,3,Gonzaga,0.01
Championship,N/A,6,Tennessee,0.005
Championship,N/A,7,Saint Mary's,0.005
Championship,N/A,5,Wisconsin,0.005
Championship,N/A,5,Texas Tech,0.005
Championship,N/A,11,VCU,0.005
