round,mean_madness,std_madness
First Round,14.598703807389011,2.539473859707463
Second Round,8.347466785691708,1.572867951506341
Sweet 16,4.5106051724121,1.0302350904500537
Elite 8,2.3486654486127603,0.6894510117169442
Final Four,0.952154899011887,0.44416025270842524
Championship,0.6113139506081872,0.24500404661113145
