advanced_through,to_reach,seed,team,frequency
Sweet 16,Elite 8,3,Louisville,0.26
Sweet 16,Elite 8,4,West Virginia,0.165
Sweet 16,Elite 8,4,North Carolina,0.14
Sweet 16,Elite 8,5,Michigan St,0.115
Sweet 16,Elite 8,4,Minnesota,0.105
Sweet 16,Elite 8,6,Notre Dame,0.09
Sweet 16,Elite 8,6,Alabama,0.09
Sweet 16,Elite 8,7,NC State,0.085
Sweet 16,Elite 8,4,Oklahoma,0.08
Sweet 16,Elite 8,8,Oklahoma St,0.075
Sweet 16,Elite 8,6,Baylor,0.07
Sweet 16,Elite 8,11,Fairfield,0.06
Sweet 16,Elite 8,10,Colorado,0.06
Sweet 16,Elite 8,11,Rhode Island,0.055
Sweet 16,Elite 8,7,Illinois,0.055
Sweet 16,Elite 8,5,Ole Miss,0.055
Sweet 16,Elite 8,11,S Dakota St,0.05
Sweet 16,Elite 8,5,Maryland,0.045
Sweet 16,Elite 8,10,Villanova,0.045
Sweet 16,Elite 8,7,Texas Tech,0.045
Sweet 16,Elite 8,6,Washington,0.035
Sweet 16,Elite 8,12,Murray St,0.03
Sweet 16,Elite 8,9,Princeton,0.03
Sweet 16,Elite 8,7,Georgia,0.03
Sweet 16,Elite 8,5,Kentucky,0.03
Sweet 16,Elite 8,8,Oregon,0.025
Sweet 16,Elite 8,14,Vermont,0.025
Sweet 16,Elite 8,13,W Illinois,0.02
Sweet 16,Elite 8,10,Tennessee,0.02
Sweet 16,Elite 8,14,Howard,0.02
Sweet 16,Elite 8,9,USC,0.015
Sweet 16,Elite 8,10,UVA/ASU,0.015
Sweet 16,Elite 8,8,Iowa State,0.015
Sweet 16,Elite 8,12,Colorado St,0.015
Sweet 16,Elite 8,15,Jacksonville,0.01
Sweet 16,Elite 8,12,James Madison,0.01
Sweet 16,Elite 8,16,UTSA,0.01
Sweet 16,Elite 8,9,Virginia Tech,0.01
Sweet 16,Elite 8,15,FDU,0.01
Sweet 16,Elite 8,13,Miami OH,0.005
Sweet 16,Elite 8,14,UC San Diego,0.005
Sweet 16,Elite 8,15,High Point,0.005
Sweet 16,Elite 8,9,Syracuse,0.005
Sweet 16,Elite 8,13,Green Bay,0.005
Elite 8,Final Four,2,LSU,0.155
Elite 8,Final Four,2,Michigan,0.145
Elite 8,Final Four,3,TCU,0.14
Elite 8,Final Four,2,Iowa,0.135
Elite 8,Final Four,3,Duke,0.12
Elite 8,Final Four,2,Vanderbilt,0.11
Elite 8,Final Four,4,West Virginia,0.095
Elite 8,Final Four,3,Ohio State,0.08
Elite 8,Final Four,4,North Carolina,0.065
Elite 8,Final Four,3,Louisville,0.05
Elite 8,Final Four,5,Michigan St,0.045
Elite 8,Final Four,4,Minnesota,0.03
Elite 8,Final Four,4,Oklahoma,0.03
Elite 8,Final Four,5,Ole Miss,0.03
Elite 8,Final Four,7,NC State,0.025
Elite 8,Final Four,5,Maryland,0.02
Elite 8,Final Four,12,Murray St,0.02
Elite 8,Final Four,6,Alabama,0.02
Elite 8,Final Four,9,Princeton,0.02
Elite 8,Final Four,11,Rhode Island,0.015
Elite 8,Final Four,6,Notre Dame,0.015
Elite 8,Final Four,8,Oklahoma St,0.015
Elite 8,Final Four,7,Texas Tech,0.015
Elite 8,Final Four,13,W Illinois,0.01
Elite 8,Final Four,14,Vermont,0.01
Elite 8,Final Four,10,Villanova,0.01
Elite 8,Final Four,7,Illinois,0.01
Elite 8,Final Four,11,S Dakota St,0.01
Elite 8,Final Four,13,Miami OH,0.005
Elite 8,Final Four,9,USC,0.005
Elite 8,Final Four,6,Baylor,0.005
Elite 8,Final Four,8,Iowa State,0.005
Elite 8,Final Four,10,UVA/ASU,0.005
Elite 8,Final Four,6,Washington,0.005
Elite 8,Final Four,9,Virginia Tech,0.005
Elite 8,Final Four,8,Oregon,0.005
Elite 8,Final Four,16,UTSA,0.005
Elite 8,Final Four,5,Kentucky,0.005
Elite 8,Final Four,9,Syracuse,0.005
Elite 8,Final Four,14,Howard,0.005
Elite 8,Final Four,10,Colorado,0.005
Final Four,Championship,2,LSU,0.09
Final Four,Championship,2,Iowa,0.07
Final Four,Championship,3,Duke,0.06
Final Four,Championship,4,West Virginia,0.045
Final Four,Championship,2,Michigan,0.04
Final Four,Championship,3,Ohio State,0.035
Final Four,Championship,3,TCU,0.03
Final Four,Championship,3,Louisville,0.02
Final Four,Championship,5,Michigan St,0.02
Final Four,Championship,2,Vanderbilt,0.02
Final Four,Championship,4,North Carolina,0.02
Final Four,Championship,10,Villanova,0.01
Final Four,Championship,9,Princeton,0.01
Final Four,Championship,4,Oklahoma,0.01
Final Four,Championship,13,W Illinois,0.005
Final Four,Championship,6,Notre Dame,0.005
Final Four,Championship,7,NC State,0.005
Final Four,Championship,4,Minnesota,0.005
Final Four,Championship,10,UVA/ASU,0.005
Final Four,Championship,5,Maryland,0.005
Final Four,Championship,5,Ole Miss,0.005
Final Four,Championship,11,S Dakota St,0.005
Championship,N/A,2,LSU,0.035
Championship,N/A,2,Iowa,0.035
Championship,N/A,3,Duke,0.025
Championship,N/A,3,TCU,0.02
Championship,N/A,4,West Virginia,0.015
Championship,N/A,3,Ohio State,0.01
Championship,N/A,10,Villanova,0.01
Championship,N/A,13,W Illinois,0.005
Championship,N/A,2,Vanderbilt,0.005
Championship,N/A,3,Louisville,0.005
Championship,N/A,9,Princeton,0.005
Championship,N/A,2,Michigan,0.005
