round,max_advantage_upsets,max_advantage,max_density_upsets,mode_upsets,mean_upsets,std_upsets,losers_mean_upsets,losers_std_upsets,num_pools
First Round,4.0,0.07173469387755102,7.0,7.0,7.315,3.253578798799869,10.07,3.654323410952667,200
Second Round,4.0,0.13683673469387755,4.0,4.0,4.665,2.1639720423332642,6.761632653061224,2.713292560362308,200
Sweet 16,2.0,0.11448979591836736,3.0,3.0,2.91,1.5626579920123276,4.0990816326530615,1.749366991482099,200
Elite 8,0.0,0.11673469387755103,2.0,2.0,1.49,1.0439827584783188,2.203061224489796,1.1429423255426618,200
Final Four,,,,0.0,0.495,0.6340228108066109,0.8804081632653061,0.7496828150615881,200
Championship,,,,0.0,0.125,0.3315488246330816,0.3466326530612245,0.47589752772310273,200
Total Upsets,17.0,0.04428571428571428,17.0,17.0,17.0,6.993568473962345,24.360816326530614,8.51423869515653,200
