round,mean_madness,std_madness
First Round,15.890107853073195,2.917814621694774
Second Round,8.669911164582924,2.25353995196299
Sweet 16,4.376972127207042,1.1320481175467312
Elite 8,2.2477108308555858,0.5209209996491577
Final Four,1.2387076683598512,0.4706606781792527
Championship,0.6753227690632999,0.26758845114461915
