round,mean_madness,std_madness
First Round,16.606610840925008,1.7519317476708633
Second Round,7.760591434158814,1.4659409253102083
Sweet 16,4.068421731045096,0.9516002177458767
Elite 8,1.9181178645782335,0.6541322918373731
Final Four,1.0095377367539506,0.45786410033445296
Championship,0.6065462768176461,0.22972667637841362
