round,max_advantage_upsets,max_advantage,max_density_upsets,mode_upsets,mean_upsets,std_upsets,losers_mean_upsets,losers_std_upsets,num_pools
First Round,5.0,0.11494252873563218,5.0,5.0,5.151515151515151,3.163438981419488,10.374085684430511,3.8498568043195847,33
Second Round,5.0,0.13270637408568442,5.0,5.0,3.4242424242424243,1.9852532550496,6.931034482758621,2.7286644138954546,33
Sweet 16,0.0,0.16091954022988506,3.0,3.0,2.3636363636363638,1.591990974128933,4.091954022988506,1.7910458950275678,33
Elite 8,0.0,0.2560083594566353,0.0,0.0,1.0909090909090908,0.9649505047327672,2.2089864158829675,1.1466195451045131,33
Final Four,,,,0.0,0.24242424242424243,0.4351941398892446,0.8735632183908046,0.7633870720421003,33
Championship,,,,0.0,0.030303030303030304,0.17407765595569785,0.3343782654127482,0.4717726582076477,33
Total Upsets,3.0,0.14315569487983282,3.0,3.0,12.303030303030303,6.680976377949415,24.814002089864157,8.877601013886077,33
