round,max_advantage_upsets,max_advantage,max_density_upsets,mode_upsets,mean_upsets,std_upsets,losers_mean_upsets,losers_std_upsets,num_pools
First Round,1.0,0.2605555555555556,1.0,1.0,1.972,1.627641238111151,9.218444444444444,3.7460577533399064,1000
Second Round,1.0,0.307,1.0,1.0,1.697,1.3939838593039735,7.020888888888889,2.8299602056269446,1000
Sweet 16,1.0,0.32966666666666666,1.0,1.0,1.277,1.1437967476785376,4.613666666666667,1.7347980670191367,1000
Elite 8,0.0,0.4217777777777778,0.0,0.0,0.726,0.7943072453402398,2.547888888888889,1.107718370189066,1000
Final Four,,,,0.0,0.114,0.3363288823712842,1.1083333333333334,0.7550846163032179,1000
Championship,,,,0.0,0.014,0.11754921445002436,0.47855555555555557,0.49953992413266546,1000
Total Upsets,4.0,0.13444444444444445,5.0,5.0,5.8,3.860310868310996,24.98777777777778,8.760432863199014,1000
