round,mean_madness,std_madness,losers_mean_madness,losers_std_madness
First Round,17.082806735716765,2.096682746353596,19.006205889711904,3.5614733662739613
Second Round,8.525045455738388,1.4517457034493961,9.406915558352205,2.067437747606618
Sweet 16,4.457341505068075,0.9737850953541711,4.81600683219274,1.2918505564149727
Elite 8,2.2195200590370368,0.7029015072113879,2.390384873375487,0.903994624203044
Final Four,1.1490167795579203,0.3741527171221079,1.2441525613955933,0.5564436676084973
Championship,0.567329698485363,0.27791574477800984,0.6346877685458031,0.3848746516425867
