advanced_through,to_reach,seed,team,frequency
First Round,Second Round,12,James Madison,0.62
First Round,Second Round,10,Villanova,0.56
First Round,Second Round,12,Murray St,0.47
First Round,Second Round,10,Colorado,0.47
First Round,Second Round,11,S Dakota St,0.46
First Round,Second Round,12,Gonzaga,0.45
First Round,Second Round,11,Rhode Island,0.43
First Round,Second Round,9,USC,0.41
First Round,Second Round,9,Virginia Tech,0.38
First Round,Second Round,9,Princeton,0.34
First Round,Second Round,9,Syracuse,0.32
First Round,Second Round,11,Fairfield,0.31
First Round,Second Round,10,UVA/ASU,0.31
First Round,Second Round,10,Tennessee,0.3
First Round,Second Round,11,NEB/RICH,0.28
First Round,Second Round,13,Idaho,0.28
First Round,Second Round,12,Colorado St,0.28
First Round,Second Round,14,Vermont,0.27
First Round,Second Round,14,UC San Diego,0.24
First Round,Second Round,13,Green Bay,0.22
First Round,Second Round,13,W Illinois,0.22
First Round,Second Round,13,Miami OH,0.21
First Round,Second Round,14,Howard,0.19
First Round,Second Round,15,Holy Cross,0.18
First Round,Second Round,15,FDU,0.17
First Round,Second Round,14,Charleston,0.16
First Round,Second Round,15,Jacksonville,0.16
First Round,Second Round,15,High Point,0.15
First Round,Second Round,16,UTSA,0.07
First Round,Second Round,16,CA Baptist,0.07
First Round,Second Round,16,MOST/SFA,0.04
First Round,Second Round,16,SOU/SAM,0.04
Second Round,Sweet 16,5,Michigan St,0.4
Second Round,Sweet 16,7,NC State,0.26
Second Round,Sweet 16,6,Alabama,0.25
Second Round,Sweet 16,12,James Madison,0.25
Second Round,Sweet 16,5,Ole Miss,0.24
Second Round,Sweet 16,12,Murray St,0.23
Second Round,Sweet 16,6,Notre Dame,0.23
Second Round,Sweet 16,10,Villanova,0.22
Second Round,Sweet 16,11,S Dakota St,0.22
Second Round,Sweet 16,12,Gonzaga,0.2
Second Round,Sweet 16,6,Baylor,0.19
Second Round,Sweet 16,11,Rhode Island,0.18
Second Round,Sweet 16,6,Washington,0.17
Second Round,Sweet 16,8,Iowa State,0.17
Second Round,Sweet 16,8,Oklahoma St,0.17
Second Round,Sweet 16,7,Illinois,0.16
Second Round,Sweet 16,11,Fairfield,0.15
Second Round,Sweet 16,5,Maryland,0.13
Second Round,Sweet 16,7,Georgia,0.12
Second Round,Sweet 16,10,Colorado,0.12
Second Round,Sweet 16,12,Colorado St,0.11
Second Round,Sweet 16,5,Kentucky,0.11
Second Round,Sweet 16,14,Vermont,0.1
Second Round,Sweet 16,15,Holy Cross,0.09
Second Round,Sweet 16,11,NEB/RICH,0.09
Second Round,Sweet 16,15,FDU,0.09
Second Round,Sweet 16,13,Green Bay,0.08
Second Round,Sweet 16,7,Texas Tech,0.08
Second Round,Sweet 16,14,UC San Diego,0.08
Second Round,Sweet 16,9,Princeton,0.08
Second Round,Sweet 16,10,UVA/ASU,0.07
Second Round,Sweet 16,8,Oregon,0.07
Second Round,Sweet 16,14,Howard,0.07
Second Round,Sweet 16,8,Clemson,0.07
Second Round,Sweet 16,15,High Point,0.07
Second Round,Sweet 16,13,Miami OH,0.07
Second Round,Sweet 16,13,W Illinois,0.07
Second Round,Sweet 16,10,Tennessee,0.07
Second Round,Sweet 16,15,Jacksonville,0.06
Second Round,Sweet 16,13,Idaho,0.05
Second Round,Sweet 16,9,USC,0.05
Second Round,Sweet 16,9,Virginia Tech,0.05
Second Round,Sweet 16,14,Charleston,0.05
Second Round,Sweet 16,9,Syracuse,0.04
Second Round,Sweet 16,16,MOST/SFA,0.03
Second Round,Sweet 16,16,UTSA,0.02
Second Round,Sweet 16,16,CA Baptist,0.02
Sweet 16,Elite 8,3,Ohio State,0.33
Sweet 16,Elite 8,3,Duke,0.28
Sweet 16,Elite 8,3,TCU,0.24
Sweet 16,Elite 8,4,North Carolina,0.23
Sweet 16,Elite 8,3,Louisville,0.22
Sweet 16,Elite 8,4,West Virginia,0.2
Sweet 16,Elite 8,5,Michigan St,0.15
Sweet 16,Elite 8,4,Oklahoma,0.15
Sweet 16,Elite 8,10,Villanova,0.13
Sweet 16,Elite 8,6,Alabama,0.12
Sweet 16,Elite 8,4,Minnesota,0.11
Sweet 16,Elite 8,11,S Dakota St,0.11
Sweet 16,Elite 8,8,Oklahoma St,0.1
Sweet 16,Elite 8,6,Notre Dame,0.1
Sweet 16,Elite 8,12,Murray St,0.09
Sweet 16,Elite 8,7,NC State,0.08
Sweet 16,Elite 8,10,Colorado,0.07
Sweet 16,Elite 8,9,Princeton,0.06
Sweet 16,Elite 8,11,Rhode Island,0.06
Sweet 16,Elite 8,11,Fairfield,0.06
Sweet 16,Elite 8,12,James Madison,0.06
Sweet 16,Elite 8,5,Ole Miss,0.05
Sweet 16,Elite 8,5,Maryland,0.05
Sweet 16,Elite 8,15,Holy Cross,0.04
Sweet 16,Elite 8,7,Texas Tech,0.04
Sweet 16,Elite 8,10,Tennessee,0.04
Sweet 16,Elite 8,14,Vermont,0.04
Sweet 16,Elite 8,10,UVA/ASU,0.03
Sweet 16,Elite 8,14,Howard,0.03
Sweet 16,Elite 8,14,UC San Diego,0.03
Sweet 16,Elite 8,7,Illinois,0.03
Sweet 16,Elite 8,13,W Illinois,0.03
Sweet 16,Elite 8,5,Kentucky,0.03
Sweet 16,Elite 8,6,Baylor,0.03
Sweet 16,Elite 8,12,Gonzaga,0.03
Sweet 16,Elite 8,6,Washington,0.03
Sweet 16,Elite 8,15,Jacksonville,0.03
Sweet 16,Elite 8,13,Green Bay,0.03
Sweet 16,Elite 8,7,Georgia,0.03
Sweet 16,Elite 8,9,Syracuse,0.02
Sweet 16,Elite 8,16,MOST/SFA,0.02
Sweet 16,Elite 8,9,Virginia Tech,0.02
Sweet 16,Elite 8,8,Clemson,0.02
Sweet 16,Elite 8,8,Iowa State,0.02
Sweet 16,Elite 8,15,High Point,0.02
Sweet 16,Elite 8,13,Miami OH,0.02
Sweet 16,Elite 8,12,Colorado St,0.02
Sweet 16,Elite 8,15,FDU,0.02
Sweet 16,Elite 8,14,Charleston,0.02
Sweet 16,Elite 8,11,NEB/RICH,0.01
Sweet 16,Elite 8,13,Idaho,0.01
Sweet 16,Elite 8,16,CA Baptist,0.01
Sweet 16,Elite 8,9,USC,0.01
Sweet 16,Elite 8,8,Oregon,0.01
Elite 8,Final Four,2,Iowa,0.25
Elite 8,Final Four,2,LSU,0.19
Elite 8,Final Four,2,Vanderbilt,0.18
Elite 8,Final Four,2,Michigan,0.18
Elite 8,Final Four,3,Ohio State,0.12
Elite 8,Final Four,3,Duke,0.12
Elite 8,Final Four,3,TCU,0.11
Elite 8,Final Four,4,North Carolina,0.09
Elite 8,Final Four,4,West Virginia,0.09
Elite 8,Final Four,5,Michigan St,0.07
Elite 8,Final Four,3,Louisville,0.07
Elite 8,Final Four,8,Oklahoma St,0.04
Elite 8,Final Four,4,Oklahoma,0.04
Elite 8,Final Four,7,NC State,0.03
Elite 8,Final Four,6,Alabama,0.03
Elite 8,Final Four,6,Notre Dame,0.03
Elite 8,Final Four,11,S Dakota St,0.03
Elite 8,Final Four,5,Ole Miss,0.03
Elite 8,Final Four,11,Fairfield,0.03
Elite 8,Final Four,5,Maryland,0.03
Elite 8,Final Four,12,Murray St,0.02
Elite 8,Final Four,9,Princeton,0.02
Elite 8,Final Four,7,Texas Tech,0.02
Elite 8,Final Four,4,Minnesota,0.02
Elite 8,Final Four,14,UC San Diego,0.02
Elite 8,Final Four,12,James Madison,0.02
Elite 8,Final Four,13,Green Bay,0.02
Elite 8,Final Four,10,Colorado,0.02
Elite 8,Final Four,10,Villanova,0.02
Elite 8,Final Four,6,Baylor,0.01
Elite 8,Final Four,16,MOST/SFA,0.01
Elite 8,Final Four,8,Iowa State,0.01
Elite 8,Final Four,9,USC,0.01
Elite 8,Final Four,12,Gonzaga,0.01
Elite 8,Final Four,5,Kentucky,0.01
Elite 8,Final Four,7,Illinois,0.01
Elite 8,Final Four,15,Jacksonville,0.01
Elite 8,Final Four,9,Virginia Tech,0.01
Elite 8,Final Four,15,Holy Cross,0.01
Elite 8,Final Four,6,Washington,0.01
Elite 8,Final Four,14,Vermont,0.01
Elite 8,Final Four,13,Miami OH,0.01
Elite 8,Final Four,8,Clemson,0.01
Final Four,Championship,2,Iowa,0.12
Final Four,Championship,2,Vanderbilt,0.1
Final Four,Championship,2,LSU,0.07
Final Four,Championship,2,Michigan,0.06
Final Four,Championship,3,Duke,0.06
Final Four,Championship,3,TCU,0.05
Final Four,Championship,4,West Virginia,0.04
Final Four,Championship,5,Michigan St,0.04
Final Four,Championship,3,Louisville,0.04
Final Four,Championship,4,North Carolina,0.03
Final Four,Championship,3,Ohio State,0.03
Final Four,Championship,12,Murray St,0.02
Final Four,Championship,5,Ole Miss,0.02
Final Four,Championship,8,Oklahoma St,0.02
Final Four,Championship,7,NC State,0.01
Final Four,Championship,9,Princeton,0.01
Final Four,Championship,7,Texas Tech,0.01
Final Four,Championship,14,UC San Diego,0.01
Final Four,Championship,6,Notre Dame,0.01
Final Four,Championship,11,Fairfield,0.01
Final Four,Championship,15,Jacksonville,0.01
Final Four,Championship,15,Holy Cross,0.01
Final Four,Championship,4,Oklahoma,0.01
Final Four,Championship,13,Miami OH,0.01
Championship,N/A,2,Vanderbilt,0.05
Championship,N/A,2,Iowa,0.05
Championship,N/A,2,LSU,0.03
Championship,N/A,3,TCU,0.02
Championship,N/A,2,Michigan,0.02
Championship,N/A,3,Duke,0.02
Championship,N/A,3,Louisville,0.02
Championship,N/A,5,Michigan St,0.02
Championship,N/A,7,NC State,0.01
Championship,N/A,4,West Virginia,0.01
Championship,N/A,6,Notre Dame,0.01
Championship,N/A,8,Oklahoma St,0.01
