round,mean_madness,std_madness,losers_mean_madness,losers_std_madness
First Round,15.546386745339525,1.6427330351318572,19.24584931002948,3.846222328392238
Second Round,7.024871511710753,1.3637396829029784,9.499567847353735,2.1856676409128384
Sweet 16,3.978367766579534,0.7821484246617022,4.845020936621494,1.3359472668314234
Elite 8,1.808308874083992,0.5375267780491171,2.397570621675313,0.9200323883085784
Final Four,1.1062473421707673,0.2682989456961169,1.2508170823722538,0.5529369242200882
Championship,0.6009366828877364,0.15646238366023468,0.6436349947371227,0.3766572562104027
