round,mean_madness,std_madness,losers_mean_madness,losers_std_madness
First Round,14.29586127944369,2.5060395836840685,17.67324302076674,4.639276857222292
Second Round,8.427735315323705,1.660859624377044,9.452214916112219,2.15260709859441
Sweet 16,4.526495108623943,0.9357392117269381,4.950494972524759,1.2581240307545307
Elite 8,2.172843609905931,0.627221719883026,2.5037168326075814,0.8308360567684843
Final Four,1.1497189028520511,0.40473952887614884,1.2524856461948841,0.5660585116858212
Championship,0.6140374956732704,0.2473730149187876,0.6441948592697133,0.3443352788405318
