round,max_advantage_upsets,max_advantage,max_density_upsets,mode_upsets,mean_upsets,std_upsets,losers_mean_upsets,losers_std_upsets,num_pools
First Round,2.0,0.10852231541886714,2.0,2.0,5.375375375375375,3.1423093963798046,8.64761313037175,3.5949786567046056,333
Second Round,2.0,0.08346277311794553,4.0,4.0,4.162162162162162,2.2695551569283507,6.6408822615719165,2.717414370280034,333
Sweet 16,1.0,0.12809361085223153,2.0,2.0,2.90990990990991,1.6286633895093916,4.383245314279797,1.7301847610674106,333
Elite 8,1.0,0.19426322874598734,1.0,1.0,1.6186186186186187,1.0577393375496127,2.4242518380449414,1.1107670689049818,333
Final Four,,,,0.0,0.5525525525525525,0.6313361484346292,1.030858444651548,0.7485310030133553,333
Championship,,,,0.0,0.1831831831831832,0.3873987462963781,0.4382313347830589,0.49616996281245956,333
Total Upsets,11.0,0.045873459666563116,11.0,11.0,14.801801801801801,7.153175845835065,23.565082323703013,8.43452906195731,333
