round,mean_madness,std_madness,losers_mean_madness,losers_std_madness
First Round,12.756971279854834,1.920449374982837,18.07151825116292,5.056174743256988
Second Round,7.662633354094923,1.0765976293943924,9.581058430682276,2.2314861365580603
Sweet 16,4.280846699532526,0.7413202747139165,5.004363407567465,1.278048897983293
Elite 8,2.020335513170395,0.4579473412929137,2.5080723601299684,0.8326345172026246
Final Four,1.080076021368728,0.28989328207111104,1.2633083190995318,0.5683883950208203
Championship,0.6223282435539343,0.17059928367930516,0.6505227601463547,0.3625223323271956
