advanced_through,to_reach,seed,team,frequency
First Round,Second Round,10,Villanova,0.41
First Round,Second Round,11,Rhode Island,0.4
First Round,Second Round,10,Colorado,0.345
First Round,Second Round,9,Virginia Tech,0.345
First Round,Second Round,9,USC,0.34
First Round,Second Round,12,James Madison,0.33
First Round,Second Round,12,Murray St,0.33
First Round,Second Round,10,UVA/ASU,0.32
First Round,Second Round,11,S Dakota St,0.31
First Round,Second Round,11,Fairfield,0.31
First Round,Second Round,9,Syracuse,0.3
First Round,Second Round,10,Tennessee,0.285
First Round,Second Round,12,Gonzaga,0.265
First Round,Second Round,9,Princeton,0.26
First Round,Second Round,14,Vermont,0.26
First Round,Second Round,13,Green Bay,0.235
First Round,Second Round,13,W Illinois,0.22
First Round,Second Round,13,Idaho,0.215
First Round,Second Round,14,UC San Diego,0.205
First Round,Second Round,12,Colorado St,0.19
First Round,Second Round,14,Howard,0.18
First Round,Second Round,13,Miami OH,0.17
First Round,Second Round,14,Charleston,0.16
First Round,Second Round,15,FDU,0.16
First Round,Second Round,15,Holy Cross,0.14
First Round,Second Round,11,NEB/RICH,0.135
First Round,Second Round,15,High Point,0.095
First Round,Second Round,15,Jacksonville,0.09
First Round,Second Round,16,UTSA,0.06
First Round,Second Round,16,CA Baptist,0.05
First Round,Second Round,16,SOU/SAM,0.005
First Round,Second Round,16,MOST/SFA,0.005
Second Round,Sweet 16,5,Michigan St,0.345
Second Round,Sweet 16,6,Baylor,0.25
Second Round,Sweet 16,6,Alabama,0.24
Second Round,Sweet 16,5,Ole Miss,0.215
Second Round,Sweet 16,5,Maryland,0.21
Second Round,Sweet 16,6,Notre Dame,0.2
Second Round,Sweet 16,11,Rhode Island,0.19
Second Round,Sweet 16,8,Oklahoma St,0.185
Second Round,Sweet 16,5,Kentucky,0.185
Second Round,Sweet 16,6,Washington,0.17
Second Round,Sweet 16,7,NC State,0.165
Second Round,Sweet 16,7,Georgia,0.165
Second Round,Sweet 16,7,Illinois,0.15
Second Round,Sweet 16,12,Murray St,0.15
Second Round,Sweet 16,7,Texas Tech,0.125
Second Round,Sweet 16,12,Gonzaga,0.115
Second Round,Sweet 16,12,James Madison,0.11
Second Round,Sweet 16,11,S Dakota St,0.095
Second Round,Sweet 16,11,Fairfield,0.09
Second Round,Sweet 16,10,Villanova,0.09
Second Round,Sweet 16,10,Colorado,0.085
Second Round,Sweet 16,13,Miami OH,0.085
Second Round,Sweet 16,13,Idaho,0.085
Second Round,Sweet 16,8,Clemson,0.07
Second Round,Sweet 16,14,Vermont,0.07
Second Round,Sweet 16,9,Syracuse,0.065
Second Round,Sweet 16,9,Princeton,0.065
Second Round,Sweet 16,10,Tennessee,0.065
Second Round,Sweet 16,15,FDU,0.06
Second Round,Sweet 16,14,UC San Diego,0.06
Second Round,Sweet 16,8,Iowa State,0.06
Second Round,Sweet 16,13,Green Bay,0.055
Second Round,Sweet 16,10,UVA/ASU,0.055
Second Round,Sweet 16,8,Oregon,0.055
Second Round,Sweet 16,12,Colorado St,0.05
Second Round,Sweet 16,9,Virginia Tech,0.045
Second Round,Sweet 16,14,Charleston,0.045
Second Round,Sweet 16,15,Holy Cross,0.04
Second Round,Sweet 16,13,W Illinois,0.035
Second Round,Sweet 16,14,Howard,0.035
Second Round,Sweet 16,15,Jacksonville,0.035
Second Round,Sweet 16,9,USC,0.03
Second Round,Sweet 16,11,NEB/RICH,0.025
Second Round,Sweet 16,16,UTSA,0.025
Second Round,Sweet 16,15,High Point,0.015
Sweet 16,Elite 8,3,TCU,0.31
Sweet 16,Elite 8,3,Duke,0.305
Sweet 16,Elite 8,3,Ohio State,0.25
Sweet 16,Elite 8,3,Louisville,0.165
Sweet 16,Elite 8,4,North Carolina,0.16
Sweet 16,Elite 8,4,West Virginia,0.145
Sweet 16,Elite 8,4,Minnesota,0.135
Sweet 16,Elite 8,6,Alabama,0.115
Sweet 16,Elite 8,5,Michigan St,0.11
Sweet 16,Elite 8,4,Oklahoma,0.1
Sweet 16,Elite 8,6,Baylor,0.085
Sweet 16,Elite 8,6,Notre Dame,0.08
Sweet 16,Elite 8,8,Oklahoma St,0.08
Sweet 16,Elite 8,7,NC State,0.055
Sweet 16,Elite 8,5,Ole Miss,0.055
Sweet 16,Elite 8,7,Illinois,0.04
Sweet 16,Elite 8,6,Washington,0.04
Sweet 16,Elite 8,7,Texas Tech,0.04
Sweet 16,Elite 8,5,Kentucky,0.035
Sweet 16,Elite 8,11,S Dakota St,0.035
Sweet 16,Elite 8,13,Idaho,0.03
Sweet 16,Elite 8,11,Rhode Island,0.03
Sweet 16,Elite 8,12,Murray St,0.03
Sweet 16,Elite 8,5,Maryland,0.03
Sweet 16,Elite 8,12,James Madison,0.03
Sweet 16,Elite 8,9,Princeton,0.03
Sweet 16,Elite 8,14,Vermont,0.03
Sweet 16,Elite 8,10,Tennessee,0.03
Sweet 16,Elite 8,8,Iowa State,0.03
Sweet 16,Elite 8,7,Georgia,0.025
Sweet 16,Elite 8,11,Fairfield,0.025
Sweet 16,Elite 8,14,UC San Diego,0.025
Sweet 16,Elite 8,8,Clemson,0.02
Sweet 16,Elite 8,10,Colorado,0.02
Sweet 16,Elite 8,9,Virginia Tech,0.015
