round,mean_madness,std_madness
First Round,16.730159411294636,1.9369997666038754
Second Round,8.0985247077539,1.5958256767232712
Sweet 16,4.2592910592106525,0.9963363918743536
Elite 8,2.0648222264583156,0.7090013873314255
Final Four,1.1510716964374548,0.407082809927261
Championship,0.611231729136983,0.24487045753276487
