round,max_advantage_upsets,max_advantage,max_density_upsets,mode_upsets,mean_upsets,std_upsets,losers_mean_upsets,losers_std_upsets,num_pools
First Round,15.0,0.06107382550335571,9.0,9.0,9.8,3.3704599092705436,10.07986577181208,3.5504509566258777,20
Second Round,7.0,0.14966442953020134,7.0,7.0,6.15,2.8155816450602176,6.719798657718121,2.64073865246113,20
Sweet 16,3.0,0.16073825503355701,3.0,3.0,3.9,1.4798648586948742,4.059731543624161,1.6993255457626446,20
Elite 8,4.0,0.028523489932885907,2.0,2.0,2.25,1.0897247358851685,2.152013422818792,1.1188047792389948,20
Final Four,,,,1.0,0.9,0.7880689256524124,0.8513422818791946,0.737569159735852,20
Championship,,,,0.0,0.35,0.4893604849295929,0.32348993288590605,0.4678078624899095,20
Total Upsets,18.0,0.16140939597315437,18.0,18.0,23.35,8.10108017489026,24.186241610738254,8.208475647261881,20
