round,mean_madness,std_madness,losers_mean_madness,losers_std_madness
First Round,14.983053005628967,1.0817639007079964,19.66802076285152,4.222826083791818
Second Round,6.459069367566675,0.8765977921514575,9.691152293240354,2.256561141907656
Sweet 16,3.8037714063131536,0.5954753032746949,4.921426160716037,1.389521661201186
Elite 8,1.7085791158140597,0.4270224711836225,2.424984002342785,0.9405345787600018
Final Four,1.1309099117210122,0.21302990064796185,1.2715741641585687,0.5837146466118811
Championship,0.6120479165003875,0.09944077034911365,0.6453001594803106,0.3812819943422346
