round,mean_madness,std_madness
First Round,13.054726919013856,2.028002279766261
Second Round,7.598442527643961,1.110489580482874
Sweet 16,4.114678836501426,0.7705628724715224
Elite 8,2.1821321376551843,0.6040280085318074
Final Four,1.1340075242125631,0.26176613609351956
Championship,0.535412545567538,0.16697982377388684
