round,mean_madness,std_madness
First Round,12.306597897578964,1.1969016606806322
Second Round,7.421621564266317,0.8328193236074252
Sweet 16,3.6251025135331014,0.41155143009022255
Elite 8,1.9704236742672823,0.29759940686617953
Final Four,1.1029467138202982,0.1861393924072656
Championship,0.5953769684284087,0.11098613527754209
