advanced_through,to_reach,seed,team,frequency
First Round,Second Round,11,Rhode Island,0.16816816816816818
First Round,Second Round,9,Virginia Tech,0.15315315315315314
First Round,Second Round,10,Villanova,0.15165165165165165
First Round,Second Round,11,S Dakota St,0.14714714714714713
First Round,Second Round,12,James Madison,0.14564564564564564
First Round,Second Round,12,Murray St,0.14414414414414414
First Round,Second Round,9,Syracuse,0.12762762762762764
First Round,Second Round,9,USC,0.12462462462462462
First Round,Second Round,11,Fairfield,0.12312312312312312
First Round,Second Round,10,Colorado,0.11561561561561562
First Round,Second Round,12,Gonzaga,0.1066066066066066
First Round,Second Round,9,Princeton,0.10510510510510511
First Round,Second Round,10,Tennessee,0.0960960960960961
First Round,Second Round,14,Vermont,0.08708708708708708
First Round,Second Round,12,Colorado St,0.08708708708708708
First Round,Second Round,13,Miami OH,0.08108108108108109
First Round,Second Round,13,Green Bay,0.07957957957957958
First Round,Second Round,14,UC San Diego,0.07207207207207207
First Round,Second Round,13,Idaho,0.07207207207207207
First Round,Second Round,13,W Illinois,0.07057057057057058
First Round,Second Round,14,Charleston,0.07057057057057058
First Round,Second Round,11,NEB/RICH,0.06606606606606606
First Round,Second Round,15,Holy Cross,0.06306306306306306
First Round,Second Round,15,High Point,0.06156156156156156
First Round,Second Round,15,Jacksonville,0.057057057057057055
First Round,Second Round,10,UVA/ASU,0.057057057057057055
First Round,Second Round,15,FDU,0.05555555555555555
First Round,Second Round,14,Howard,0.05555555555555555
First Round,Second Round,16,UTSA,0.016516516516516516
First Round,Second Round,16,CA Baptist,0.015015015015015015
First Round,Second Round,16,MOST/SFA,0.0075075075075075074
First Round,Second Round,16,SOU/SAM,0.0015015015015015015
Second Round,Sweet 16,5,Michigan St,0.14264264264264265
Second Round,Sweet 16,5,Ole Miss,0.13963963963963963
Second Round,Sweet 16,6,Notre Dame,0.13663663663663664
Second Round,Sweet 16,6,Alabama,0.13063063063063063
Second Round,Sweet 16,5,Kentucky,0.12312312312312312
Second Round,Sweet 16,5,Maryland,0.11711711711711711
Second Round,Sweet 16,6,Washington,0.11561561561561562
Second Round,Sweet 16,6,Baylor,0.10960960960960961
Second Round,Sweet 16,7,NC State,0.09759759759759759
Second Round,Sweet 16,7,Texas Tech,0.09309309309309309
Second Round,Sweet 16,7,Georgia,0.0915915915915916
Second Round,Sweet 16,7,Illinois,0.09009009009009009
Second Round,Sweet 16,8,Oklahoma St,0.05405405405405406
Second Round,Sweet 16,11,Rhode Island,0.04504504504504504
Second Round,Sweet 16,8,Iowa State,0.04354354354354354
Second Round,Sweet 16,8,Oregon,0.042042042042042045
Second Round,Sweet 16,10,Villanova,0.03003003003003003
Second Round,Sweet 16,12,James Madison,0.03003003003003003
