round,max_advantage_upsets,max_advantage,max_density_upsets,mode_upsets,mean_upsets,std_upsets,losers_mean_upsets,losers_std_upsets,num_pools
First Round,6.0,0.10117958104535285,6.0,6.0,7.893939393939394,2.3492667320134353,8.545251169412243,3.4040251095239036,66
Second Round,6.0,0.07941834451901567,6.0,6.0,5.96969696969697,1.8254903614338223,6.561012812690665,2.6049243176862267,66
Sweet 16,3.0,0.06762253406548707,4.0,4.0,3.9545454545454546,1.307690749534741,4.396684970510474,1.671749376015715,66
Elite 8,1.0,0.05765710799267848,3.0,3.0,2.3333333333333335,1.049290284435199,2.42109009558674,1.0911883796781432,66
Final Four,,,,1.0,0.9393939393939394,0.6989836110940576,1.0283709579011593,0.7398616159616581,66
Championship,,,,0.0,0.3484848484848485,0.4801417817021661,0.4314622737441529,0.49528030455458105,66
Total Upsets,21.0,0.07433394346146024,21.0,21.0,21.439393939393938,4.920977938897388,23.383872279845434,7.926291787415211,66
