round,mean_madness,std_madness,losers_mean_madness,losers_std_madness
First Round,16.002166253981414,2.5420250685797257,17.44201543086286,4.294602644298101
Second Round,8.891626357120385,1.7587158008318895,9.395305388762312,2.0776504607550454
Sweet 16,4.674379607246693,1.1900226643094078,4.934176232487764,1.2314246455815618
Elite 8,2.532878358634952,0.731602254249772,2.480785134045344,0.7912722343251262
Final Four,1.1310452100871218,0.41824827941161674,1.2487459683289706,0.5480339178578432
Championship,0.6035694604444249,0.28488634419985176,0.6435212937522128,0.34297029744038066
