round,mean_madness,std_madness
First Round,12.121860472669617,1.6722961289634137
Second Round,7.48380839813044,0.8762770054699802
Sweet 16,3.8979795434650635,0.5819491531913629
Elite 8,1.8691046749369615,0.34602205637026884
Final Four,0.8867378101997951,0.3560960659835367
Championship,0.5686643166540517,0.13613851300024316
