round,max_advantage_upsets,max_advantage,max_density_upsets,mode_upsets,mean_upsets,std_upsets,losers_mean_upsets,losers_std_upsets,num_pools
First Round,6.0,0.1550251256281407,6.0,6.0,7.0,2.3664319132398464,8.551005025125628,3.4010287380970015,20
Second Round,7.0,0.26055276381909553,7.0,7.0,6.55,1.8020821290940099,6.565326633165829,2.597254787462951,20
Sweet 16,3.0,0.09321608040201004,3.0,3.0,4.55,1.4991664350564948,4.3728643216080405,1.6727695977988175,20
Elite 8,4.0,0.12839195979899495,2.0,2.0,2.25,1.2599603168354152,2.413065326633166,1.0932548566835087,20
Final Four,,,,0.0,0.9,0.8522416262267904,1.0266331658291457,0.7406327738047352,20
Championship,,,,0.0,0.4,0.5026246899500346,0.4339195979899497,0.49561414474386245,20
Total Upsets,21.0,0.09597989949748743,21.0,21.0,21.65,5.369124695888521,23.36281407035176,7.9271826802993,20
