round,mean_madness,std_madness,losers_mean_madness,losers_std_madness
First Round,16.18002895995317,2.757726731981098,17.476621718101857,4.462909825756964
Second Round,9.004259339005781,1.7475894766708602,9.403082967934807,2.0909740684589924
Sweet 16,4.791946625515543,1.1287482433887674,4.9219007452104995,1.225154101223288
Elite 8,2.3061039237406766,0.6789396627398199,2.4739774236191456,0.7891820922150634
Final Four,1.2470290628594403,0.47794025961864445,1.249618255189386,0.5515135626998666
Championship,0.6245882605686572,0.3116661723389,0.6474051401714741,0.3458266879000717
