round,max_advantage_upsets,max_advantage,max_density_upsets,mode_upsets,mean_upsets,std_upsets,losers_mean_upsets,losers_std_upsets,num_pools
First Round,7.0,0.12436496647022961,7.0,7.0,8.330827067669173,3.067466453570213,10.130969315179842,3.6196445848479515,133
Second Round,6.0,0.10902255639097744,6.0,6.0,5.556390977443609,2.038772791105762,6.784393415972364,2.6569123772299537,133
Sweet 16,3.0,0.08331639910587277,3.0,3.0,3.4962406015037595,1.5876594592834667,4.114001219264377,1.730938532945329,133
Elite 8,2.0,0.07691526112578739,2.0,2.0,1.781954887218045,1.035739871141207,2.206462101198943,1.132659255676658,133
Final Four,,,,0.0,0.6240601503759399,0.6348646212096037,0.8803088803088803,0.7539777239077707,133
Championship,,,,0.0,0.18796992481203006,0.3921652392120015,0.3466775045722414,0.47591197967250726,133
Total Upsets,19.0,0.04927860191018085,19.0,19.0,19.977443609022558,6.195397473596236,24.462812436496648,8.398943778195358,133
