advanced_through,to_reach,seed,team,frequency
First Round,Second Round,12,James Madison,0.44360902255639095
First Round,Second Round,11,S Dakota St,0.44360902255639095
First Round,Second Round,10,Colorado,0.43609022556390975
First Round,Second Round,10,Villanova,0.43609022556390975
First Round,Second Round,12,Gonzaga,0.42857142857142855
First Round,Second Round,11,Fairfield,0.42857142857142855
First Round,Second Round,9,Princeton,0.40601503759398494
First Round,Second Round,9,Virginia Tech,0.39849624060150374
First Round,Second Round,9,Syracuse,0.39849624060150374
First Round,Second Round,11,Rhode Island,0.38345864661654133
First Round,Second Round,12,Murray St,0.3458646616541353
First Round,Second Round,10,Tennessee,0.3157894736842105
First Round,Second Round,9,USC,0.3007518796992481
First Round,Second Round,10,UVA/ASU,0.2857142857142857
First Round,Second Round,12,Colorado St,0.2706766917293233
First Round,Second Round,14,Vermont,0.2556390977443609
First Round,Second Round,13,Idaho,0.2556390977443609
First Round,Second Round,15,Holy Cross,0.24060150375939848
First Round,Second Round,13,Green Bay,0.23308270676691728
First Round,Second Round,13,Miami OH,0.21804511278195488
First Round,Second Round,15,FDU,0.18796992481203006
First Round,Second Round,13,W Illinois,0.18796992481203006
First Round,Second Round,14,Charleston,0.16541353383458646
First Round,Second Round,15,High Point,0.16541353383458646
First Round,Second Round,14,Howard,0.15789473684210525
First Round,Second Round,15,Jacksonville,0.14285714285714285
First Round,Second Round,11,NEB/RICH,0.11278195488721804
First Round,Second Round,14,UC San Diego,0.09774436090225563
First Round,Second Round,16,CA Baptist,0.08270676691729323
First Round,Second Round,16,UTSA,0.05263157894736842
First Round,Second Round,16,SOU/SAM,0.03007518796992481
First Round,Second Round,16,MOST/SFA,0.022556390977443608
Second Round,Sweet 16,5,Michigan St,0.44360902255639095
Second Round,Sweet 16,6,Baylor,0.3157894736842105
Second Round,Sweet 16,5,Ole Miss,0.24060150375939848
Second Round,Sweet 16,5,Maryland,0.21804511278195488
Second Round,Sweet 16,7,NC State,0.21804511278195488
Second Round,Sweet 16,12,James Madison,0.19548872180451127
Second Round,Sweet 16,6,Notre Dame,0.18796992481203006
Second Round,Sweet 16,6,Alabama,0.18796992481203006
Second Round,Sweet 16,11,Rhode Island,0.18796992481203006
Second Round,Sweet 16,10,Colorado,0.18045112781954886
Second Round,Sweet 16,11,Fairfield,0.17293233082706766
Second Round,Sweet 16,5,Kentucky,0.17293233082706766
Second Round,Sweet 16,12,Gonzaga,0.17293233082706766
Second Round,Sweet 16,7,Texas Tech,0.15037593984962405
Second Round,Sweet 16,7,Illinois,0.15037593984962405
Second Round,Sweet 16,12,Murray St,0.15037593984962405
Second Round,Sweet 16,10,Villanova,0.12781954887218044
Second Round,Sweet 16,6,Washington,0.12781954887218044
Second Round,Sweet 16,14,Vermont,0.11278195488721804
Second Round,Sweet 16,15,FDU,0.11278195488721804
Second Round,Sweet 16,15,Holy Cross,0.11278195488721804
Second Round,Sweet 16,8,Oklahoma St,0.10526315789473684
Second Round,Sweet 16,13,Miami OH,0.10526315789473684
Second Round,Sweet 16,8,Iowa State,0.09774436090225563
Second Round,Sweet 16,8,Clemson,0.09774436090225563
Second Round,Sweet 16,9,Syracuse,0.09022556390977443
Second Round,Sweet 16,10,UVA/ASU,0.09022556390977443
Second Round,Sweet 16,11,S Dakota St,0.09022556390977443
Second Round,Sweet 16,8,Oregon,0.09022556390977443
Second Round,Sweet 16,12,Colorado St,0.09022556390977443
Second Round,Sweet 16,13,Idaho,0.08270676691729323
Second Round,Sweet 16,9,Princeton,0.08270676691729323
Second Round,Sweet 16,10,Tennessee,0.08270676691729323
Second Round,Sweet 16,13,Green Bay,0.06766917293233082
